id,customer_id,channel,date,interaction_type
732,676,Chat,2024-01-25,Feedback
733,480,Web,2025-03-25,Feedback
734,827,Social,2025-04-24,Support
735,996,Chat,2024-01-04,Feedback
736,112,Chat,2024-09-22,Support
737,752,Email,2024-11-27,Inquiry
738,637,Email,2024-03-28,Upsell
739,753,Phone,2024-07-18,Support
740,636,Social,2024-04-18,Inquiry
741,497,Email,2024-02-13,Support
742,485,Phone,2025-06-29,Support
743,966,Phone,2024-10-04,Feedback
744,284,Phone,2024-03-12,Support
745,352,Social,2024-06-11,Inquiry
746,432,Web,2024-06-24,Support
747,548,Email,2024-02-14,Feedback
748,381,Web,2024-06-04,Support
749,442,Email,2024-10-07,Upsell
750,667,Email,2025-06-20,Support
751,674,Web,2024-10-04,Feedback
752,946,Web,2025-05-13,Support
753,652,Web,2024-05-06,Feedback
754,322,Social,2025-03-27,Upsell
755,612,Chat,2024-12-22,Feedback
756,312,Email,2024-04-24,Feedback
757,995,Phone,2024-05-09,Support
758,865,Phone,2024-07-24,Feedback
759,949,Phone,2024-06-03,Upsell
760,306,Social,2024-04-26,Upsell
761,734,Web,2024-08-23,Inquiry
762,404,Web,2024-03-20,Support
763,997,Email,2025-01-24,Inquiry
764,330,Chat,2024-01-31,Inquiry
765,370,Social,2025-04-20,Upsell
766,803,Phone,2024-01-15,Feedback
767,537,Social,2024-06-20,Feedback
768,529,Chat,2024-06-05,Support
769,765,Web,2025-03-17,Feedback
770,372,Phone,2024-11-21,Upsell
771,539,Web,2025-02-16,Feedback
772,826,Web,2024-08-29,Inquiry
773,653,Phone,2024-09-02,Support
774,955,Social,2024-02-17,Inquiry
775,821,Web,2024-05-09,Feedback
776,438,Email,2024-12-21,Inquiry
777,345,Email,2024-06-02,Inquiry
778,47,Social,2024-10-29,Feedback
779,208,Email,2024-08-03,Feedback
780,314,Social,2024-11-10,Support
781,973,Phone,2025-03-31,Support
782,964,Social,2024-09-06,Support
783,931,Email,2024-05-04,Upsell
784,450,Phone,2025-06-16,Feedback
785,94,Social,2024-03-12,Feedback
786,40,Chat,2024-06-23,Support
787,936,Social,2025-03-03,Upsell
788,169,Web,2024-12-08,Inquiry
789,167,Chat,2024-09-11,Support
790,851,Web,2025-04-08,Support
791,18,Phone,2024-12-01,Upsell
792,587,Phone,2024-03-21,Feedback
793,647,Email,2024-05-22,Support
794,350,Email,2024-07-20,Inquiry
795,739,Chat,2025-04-30,Support
796,390,Social,2024-08-18,Inquiry
797,58,Web,2024-01-15,Support
798,832,Social,2024-03-11,Support
799,84,Web,2025-03-01,Feedback
800,846,Email,2024-09-14,Inquiry
801,657,Web,2024-11-30,Upsell
802,2,Email,2025-03-31,Support
803,659,Social,2024-07-30,Support
804,296,Social,2024-09-11,Inquiry
805,997,Email,2024-12-13,Inquiry
806,178,Email,2024-12-24,Feedback
807,720,Chat,2025-03-03,Inquiry
808,728,Social,2025-02-10,Feedback
809,864,Phone,2024-07-19,Feedback
810,562,Web,2024-08-22,Upsell
811,259,Chat,2025-03-25,Feedback
812,562,Chat,2024-08-05,Feedback
813,903,Web,2024-05-25,Support
814,931,Email,2024-03-26,Upsell
815,996,Web,2025-05-05,Support
816,819,Chat,2025-05-08,Upsell
817,424,Phone,2024-03-14,Feedback
818,187,Phone,2025-05-04,Upsell
819,157,Chat,2024-06-24,Feedback
820,586,Email,2024-05-13,Upsell
821,816,Chat,2025-01-20,Inquiry
822,369,Chat,2025-01-01,Support
823,160,Web,2024-08-20,Upsell
824,630,Phone,2025-04-05,Inquiry
825,752,Phone,2024-07-13,Upsell
826,110,Social,2025-03-17,Upsell
827,602,Email,2024-07-27,Upsell
828,18,Social,2024-07-03,Inquiry
829,403,Phone,2025-05-06,Feedback
830,842,Chat,2025-01-15,Inquiry
831,969,Email,2025-02-03,Feedback
832,950,Web,2024-12-01,Support
833,197,Email,2024-06-11,Upsell
834,534,Email,2024-06-18,Support
835,723,Social,2024-05-24,Support
836,175,Email,2024-12-21,Feedback
837,566,Chat,2024-08-21,Inquiry
838,37,Chat,2024-07-30,Inquiry
839,459,Social,2024-01-28,Support
840,996,Chat,2024-08-22,Support
841,306,Web,2024-10-03,Upsell
842,898,Chat,2024-01-26,Upsell
843,699,Phone,2025-06-05,Support
844,645,Social,2025-06-13,Feedback
845,249,Social,2024-12-31,Inquiry
846,805,Chat,2025-03-23,Feedback
847,827,Web,2024-08-15,Feedback
848,414,Social,2025-02-06,Support
849,874,Web,2024-10-20,Inquiry
850,111,Social,2024-04-28,Feedback
851,813,Social,2025-06-02,Upsell
852,868,Web,2024-09-07,Inquiry
853,143,Web,2025-02-13,Support
854,772,Web,2024-06-25,Support
855,401,Email,2024-06-26,Support
856,83,Phone,2024-08-03,Feedback
857,934,Email,2024-04-29,Feedback
858,914,Phone,2024-05-01,Upsell
859,857,Social,2024-06-10,Inquiry
860,249,Email,2024-05-11,Inquiry
861,252,Web,2024-05-17,Upsell
862,677,Social,2024-02-09,Inquiry
863,357,Email,2025-04-21,Upsell
864,663,Phone,2025-01-11,Feedback
865,695,Phone,2025-06-08,Feedback
866,498,Social,2025-04-17,Inquiry
867,460,Social,2024-01-26,Support
868,921,Social,2024-05-01,Feedback
869,733,Email,2024-09-20,Feedback
870,330,Chat,2024-09-01,Upsell
871,350,Phone,2025-05-15,Inquiry
872,144,Phone,2024-08-26,Feedback
873,508,Phone,2024-04-23,Feedback
874,625,Email,2024-12-17,Support
875,881,Phone,2024-08-04,Inquiry
876,957,Phone,2025-01-25,Feedback
877,537,Chat,2024-05-02,Inquiry
878,208,Phone,2025-05-28,Support
879,787,Phone,2024-10-23,Upsell
880,330,Social,2025-06-14,Upsell
881,757,Social,2025-01-29,Support
882,489,Email,2024-05-19,Support
883,26,Phone,2024-11-21,Support
884,662,Web,2024-06-08,Inquiry
885,182,Email,2024-10-02,Upsell
886,390,Chat,2024-12-11,Support
887,984,Chat,2024-07-18,Upsell
888,231,Social,2024-04-20,Feedback
889,795,Phone,2024-06-29,Upsell
890,251,Email,2024-10-06,Upsell
891,138,Chat,2024-07-30,Feedback
892,625,Chat,2024-03-01,Inquiry
893,158,Phone,2024-03-31,Support
894,970,Email,2024-07-04,Support
895,326,Social,2025-04-22,Support
896,283,Phone,2024-12-23,Upsell
897,319,Chat,2024-08-11,Upsell
898,739,Chat,2025-06-11,Inquiry
899,796,Email,2025-01-28,Feedback
900,341,Chat,2025-05-08,Support
901,41,Email,2024-11-25,Feedback
902,998,Email,2024-02-03,Feedback
903,925,Web,2024-12-06,Upsell
904,95,Email,2024-03-04,Feedback
905,407,Email,2024-02-15,Support
906,294,Chat,2024-12-12,Upsell
907,221,Phone,2025-05-31,Feedback
908,329,Phone,2025-05-13,Support
909,582,Chat,2024-07-29,Support
910,84,Email,2024-05-20,Upsell
911,36,Email,2025-05-18,Feedback
912,419,Chat,2025-03-10,Inquiry
913,495,Web,2024-05-28,Inquiry
914,219,Social,2024-04-02,Support
915,930,Email,2024-05-30,Upsell
916,650,Phone,2025-06-07,Upsell
917,386,Phone,2024-04-18,Inquiry
918,12,Email,2024-10-24,Upsell
919,360,Chat,2025-01-22,Inquiry
920,346,Email,2024-11-18,Feedback
921,308,Email,2024-02-29,Feedback
922,214,Chat,2025-04-01,Support
923,441,Phone,2024-12-22,Feedback
924,866,Chat,2025-04-28,Upsell
925,472,Social,2024-07-04,Feedback
926,124,Social,2025-03-11,Support
927,612,Chat,2025-02-01,Inquiry
928,39,Chat,2024-02-04,Feedback
929,123,Chat,2024-06-19,Inquiry
930,527,Phone,2025-06-10,Upsell
931,983,Web,2024-10-07,Feedback
932,704,Web,2025-03-30,Upsell
933,488,Phone,2025-02-11,Feedback
934,61,Chat,2024-10-03,Feedback
935,684,Social,2024-07-02,Inquiry
936,789,Social,2024-01-06,Inquiry
937,958,Email,2025-06-18,Support
938,203,Email,2025-02-09,Upsell
939,256,Web,2024-06-05,Inquiry
940,983,Email,2024-09-24,Upsell
941,954,Chat,2024-11-28,Feedback
942,303,Web,2024-02-16,Upsell
943,937,Chat,2024-05-25,Upsell
944,208,Web,2024-03-20,Inquiry
945,384,Phone,2025-05-11,Support
946,414,Web,2025-06-28,Feedback
947,832,Phone,2025-04-10,Support
948,331,Chat,2025-06-17,Feedback
949,632,Phone,2024-03-18,Inquiry
950,411,Phone,2024-10-26,Feedback
951,199,Phone,2024-08-10,Inquiry
952,269,Chat,2024-01-04,Support
953,968,Email,2025-02-13,Upsell
954,218,Chat,2025-06-10,Feedback
955,139,Social,2024-07-27,Feedback
956,5,Email,2024-04-10,Feedback
957,792,Phone,2024-01-24,Feedback
958,628,Web,2024-09-30,Upsell
959,664,Chat,2024-09-12,Inquiry
960,556,Phone,2025-02-11,Inquiry
961,616,Chat,2024-02-08,Upsell
962,833,Email,2025-05-24,Feedback
963,865,Email,2025-06-16,Feedback
964,985,Email,2025-06-01,Support
965,69,Social,2024-06-08,Upsell
966,277,Phone,2024-11-08,Support
967,314,Chat,2024-11-14,Support
968,212,Web,2025-01-28,Inquiry
969,373,Chat,2025-01-23,Support
970,88,Email,2024-08-30,Upsell
971,700,Chat,2025-05-31,Inquiry
972,485,Social,2025-03-31,Feedback
973,698,Web,2024-06-08,Inquiry
974,372,Web,2024-06-30,Inquiry
975,264,Chat,2024-01-18,Feedback
976,700,Social,2024-06-17,Feedback
977,971,Web,2025-04-26,Upsell
978,42,Chat,2024-04-13,Support
979,726,Email,2024-07-06,Upsell
980,37,Web,2025-03-12,Support
981,636,Email,2025-06-11,Inquiry
982,245,Chat,2025-05-27,Upsell
983,967,Email,2024-06-04,Upsell
984,575,Phone,2024-04-24,Support
985,640,Social,2024-01-07,Support
986,830,Web,2024-01-11,Support
987,69,Chat,2025-02-11,Support
988,449,Phone,2024-03-12,Feedback
989,881,Email,2025-05-26,Upsell
990,392,Phone,2024-12-04,Inquiry
991,983,Chat,2024-06-27,Support
992,989,Social,2024-01-22,Support
993,86,Social,2024-01-24,Upsell
994,735,Chat,2024-07-19,Feedback
995,32,Web,2025-03-04,Inquiry
996,131,Web,2025-06-16,Support
997,212,Web,2024-08-24,Inquiry
998,346,Web,2024-02-16,Upsell
999,425,Web,2024-05-13,Support
1000,222,Chat,2024-11-09,Inquiry
1001,580,Social,2025-04-27,Inquiry
1002,806,Email,2024-09-11,Upsell
1003,495,Social,2024-02-26,Inquiry
1004,323,Web,2024-12-28,Support
1005,145,Phone,2025-01-24,Feedback
1006,303,Email,2024-07-19,Upsell
1007,548,Phone,2024-03-18,Support
1008,824,Web,2024-03-09,Upsell
1009,785,Chat,2024-05-06,Inquiry
1010,387,Web,2024-05-10,Inquiry
1011,168,Phone,2025-06-27,Support
1012,582,Chat,2024-02-18,Upsell
1013,494,Email,2025-04-07,Upsell
1014,85,Web,2024-05-13,Support
1015,952,Chat,2025-06-05,Upsell
1016,322,Phone,2024-01-22,Inquiry
1017,437,Chat,2025-06-07,Feedback
1018,408,Email,2025-02-09,Feedback
1019,667,Email,2024-05-19,Feedback
1020,996,Phone,2024-01-07,Upsell
1021,618,Email,2024-05-09,Support
1022,106,Phone,2024-12-08,Upsell
1023,735,Email,2024-09-02,Upsell
1024,384,Social,2024-11-13,Upsell
1025,912,Phone,2024-08-23,Upsell
1026,663,Social,2024-10-23,Upsell
1027,627,Email,2025-01-23,Inquiry
1028,790,Web,2025-06-28,Feedback
1029,754,Email,2024-12-07,Feedback
1030,651,Chat,2024-02-14,Inquiry
1031,563,Web,2024-11-15,Support
1032,148,Phone,2025-02-07,Upsell
1033,284,Phone,2025-01-07,Upsell
1034,919,Email,2025-04-26,Support
1035,113,Email,2024-05-06,Support
1036,163,Social,2024-11-25,Inquiry
1037,115,Web,2024-06-15,Feedback
1038,217,Phone,2024-02-14,Support
1039,844,Web,2024-10-28,Feedback
1040,433,Email,2024-08-27,Upsell
1041,144,Email,2024-11-01,Support
1042,978,Web,2024-05-09,Upsell
1043,777,Phone,2024-10-06,Support
1044,609,Phone,2024-05-17,Feedback
1045,580,Email,2024-06-25,Feedback
1046,159,Social,2024-11-13,Inquiry
1047,286,Email,2024-05-20,Inquiry
1048,926,Social,2024-09-23,Inquiry
1049,221,Chat,2025-04-15,Inquiry
1050,431,Chat,2024-01-02,Support
1051,566,Social,2024-07-08,Feedback
1052,9,Chat,2024-08-24,Upsell
1053,515,Email,2024-04-01,Feedback
1054,676,Email,2025-05-05,Feedback
1055,399,Phone,2025-05-06,Feedback
1056,965,Web,2024-04-12,Support
1057,538,Phone,2024-04-28,Inquiry
1058,48,Social,2025-05-26,Inquiry
1059,467,Web,2024-05-17,Inquiry
1060,891,Social,2024-02-12,Upsell
1061,290,Chat,2024-06-22,Upsell
1062,641,Email,2025-04-15,Feedback
1063,922,Social,2024-11-08,Feedback
1064,648,Web,2025-04-29,Upsell
1065,152,Phone,2024-07-06,Feedback
1066,653,Web,2024-07-29,Support
1067,55,Email,2025-06-16,Inquiry
1068,931,Phone,2024-10-26,Upsell
1069,484,Phone,2025-01-10,Inquiry
1070,451,Email,2024-08-29,Feedback
1071,254,Social,2024-02-10,Inquiry
1072,779,Phone,2025-02-06,Upsell
1073,941,Social,2025-03-21,Feedback
1074,898,Social,2024-02-25,Feedback
1075,938,Email,2024-03-08,Upsell
1076,561,Phone,2025-03-13,Feedback
1077,822,Social,2024-12-12,Upsell
1078,138,Social,2025-04-20,Upsell
1079,861,Phone,2025-04-29,Inquiry
1080,114,Phone,2025-02-17,Support
1081,502,Phone,2025-04-27,Upsell
1082,761,Web,2025-03-21,Support
1083,569,Email,2024-08-06,Upsell
1084,348,Social,2024-01-19,Upsell
1085,672,Email,2024-08-11,Support
1086,4,Email,2024-06-10,Feedback
1087,160,Email,2024-11-24,Support
1088,330,Chat,2025-04-12,Feedback
1089,579,Phone,2024-06-23,Inquiry
1090,674,Chat,2024-07-23,Feedback
1091,892,Email,2024-08-16,Upsell
1092,432,Phone,2024-01-26,Feedback
1093,905,Email,2024-09-06,Upsell
1094,877,Web,2025-06-14,Inquiry
1095,688,Chat,2025-03-22,Upsell
1096,4,Social,2024-11-28,Inquiry
1097,637,Chat,2025-02-16,Upsell
1098,376,Email,2025-03-30,Inquiry
1099,945,Web,2025-06-05,Inquiry
1100,662,Social,2024-06-16,Support
1101,575,Web,2024-02-12,Support
1102,407,Email,2024-05-25,Feedback
1103,963,Phone,2024-08-30,Support
1104,980,Email,2025-03-05,Inquiry
1105,375,Email,2024-11-02,Upsell
1106,596,Phone,2024-03-22,Support
1107,660,Email,2024-01-22,Support
1108,320,Social,2025-02-16,Support
1109,990,Chat,2024-08-14,Inquiry
1110,108,Web,2025-04-19,Feedback
1111,122,Email,2024-07-05,Feedback
1112,829,Chat,2025-04-22,Inquiry
1113,636,Email,2025-04-05,Upsell
1114,50,Web,2025-01-24,Feedback
1115,659,Social,2024-08-06,Inquiry
1116,871,Web,2025-01-02,Feedback
1117,448,Social,2024-06-16,Feedback
1118,928,Social,2024-10-17,Upsell
1119,345,Web,2024-02-27,Inquiry
1120,409,Email,2025-01-17,Support
1121,468,Email,2024-09-24,Feedback
1122,31,Social,2024-05-02,Inquiry
1123,8,Phone,2024-10-30,Inquiry
1124,197,Email,2025-06-03,Support
1125,254,Email,2024-01-04,Support
1126,611,Phone,2024-12-13,Inquiry
1127,115,Email,2024-06-10,Inquiry
1128,16,Social,2024-01-02,Feedback
1129,257,Email,2024-10-03,Feedback
1130,326,Chat,2024-06-17,Feedback
1131,508,Phone,2024-11-24,Inquiry
1132,14,Phone,2024-06-30,Inquiry
1133,676,Email,2024-10-14,Support
1134,532,Email,2024-05-05,Upsell
1135,387,Phone,2024-11-23,Support
1136,310,Web,2025-02-06,Support
1137,112,Social,2024-11-02,Upsell
1138,642,Web,2025-06-01,Upsell
1139,965,Social,2025-03-19,Support
1140,380,Phone,2024-01-20,Support
1141,805,Social,2024-04-01,Support
1142,292,Chat,2024-01-13,Upsell
1143,793,Phone,2024-05-21,Feedback
1144,255,Social,2025-05-24,Upsell
1145,154,Email,2025-04-15,Upsell
1146,728,Email,2024-01-06,Inquiry
1147,244,Social,2024-11-30,Inquiry
1148,713,Phone,2024-07-08,Feedback
1149,377,Web,2024-11-30,Inquiry
1150,310,Chat,2025-01-14,Support
1151,140,Phone,2024-05-19,Feedback
1152,339,Phone,2024-11-09,Inquiry
1153,359,Web,2024-03-22,Support
1154,557,Email,2025-04-12,Inquiry
1155,342,Chat,2024-09-16,Feedback
1156,951,Email,2025-05-10,Upsell
1157,810,Social,2024-01-20,Support
1158,49,Social,2024-05-03,Upsell
1159,674,Social,2024-01-20,Support
1160,29,Chat,2025-04-09,Feedback
1161,221,Web,2024-05-21,Inquiry
1162,555,Web,2024-06-04,Support
1163,21,Social,2025-05-31,Feedback
1164,787,Social,2024-01-07,Upsell
1165,664,Social,2024-02-03,Support
1166,962,Chat,2024-12-15,Inquiry
1167,939,Social,2024-09-24,Inquiry
1168,460,Chat,2025-06-16,Feedback
1169,168,Email,2024-11-25,Inquiry
1170,498,Social,2024-05-10,Upsell
1171,536,Phone,2025-03-05,Support
1172,907,Email,2025-06-28,Feedback
1173,267,Web,2025-02-14,Upsell
1174,99,Email,2025-02-13,Feedback
1175,468,Web,2024-04-04,Upsell
1176,735,Social,2024-03-06,Upsell
1177,860,Email,2025-06-26,Feedback
1178,668,Phone,2024-12-31,Upsell
1179,120,Phone,2024-10-25,Inquiry
1180,866,Web,2024-09-25,Upsell
1181,13,Social,2024-02-23,Feedback
1182,438,Phone,2024-08-02,Support
1183,392,Email,2024-08-16,Inquiry
1184,860,Social,2025-03-11,Support
1185,56,Phone,2024-04-01,Inquiry
1186,727,Email,2025-01-29,Feedback
1187,906,Social,2024-12-05,Upsell
1188,430,Web,2024-03-08,Support
1189,129,Chat,2024-06-14,Support
1190,650,Web,2024-01-09,Feedback
1191,718,Social,2025-06-25,Feedback
1192,722,Web,2024-05-28,Inquiry
1193,441,Chat,2025-03-21,Feedback
1194,801,Web,2025-02-07,Upsell
1195,776,Email,2025-02-16,Feedback
1196,7,Web,2025-01-06,Inquiry
1197,267,Social,2024-05-15,Upsell
1198,640,Phone,2024-08-10,Support
1199,490,Web,2024-05-14,Upsell
1200,723,Phone,2024-12-11,Feedback
1201,933,Phone,2024-01-14,Feedback
1202,867,Web,2025-04-08,Upsell
1203,588,Email,2025-04-18,Feedback
1204,471,Social,2024-07-11,Support
1205,487,Web,2024-05-19,Support
1206,408,Phone,2024-01-21,Inquiry
1207,243,Web,2024-07-14,Upsell
1208,647,Web,2024-01-13,Inquiry
1209,16,Chat,2024-08-26,Support
1210,120,Chat,2025-04-05,Inquiry
1211,317,Email,2024-09-26,Inquiry
1212,303,Chat,2024-10-23,Upsell
1213,984,Phone,2025-03-18,Support
1214,93,Chat,2025-05-21,Feedback
1215,214,Social,2024-05-03,Support
1216,993,Phone,2024-05-02,Upsell
1217,586,Phone,2025-04-06,Feedback
1218,663,Social,2025-05-23,Inquiry
1219,731,Social,2024-07-29,Upsell
1220,963,Email,2025-03-11,Feedback
1221,106,Chat,2024-06-25,Feedback
1222,650,Chat,2024-10-07,Inquiry
1223,963,Web,2024-09-23,Support
1224,354,Email,2024-06-09,Upsell
1225,669,Web,2025-01-26,Upsell
1226,870,Phone,2024-05-21,Support
1227,403,Web,2024-11-29,Support
1228,257,Chat,2024-06-24,Support
1229,632,Phone,2024-03-21,Upsell
1230,636,Social,2025-03-14,Inquiry
1231,909,Chat,2024-08-28,Feedback
1232,58,Social,2024-01-20,Support
1233,343,Social,2024-09-16,Inquiry
1234,244,Phone,2025-05-18,Upsell
1235,23,Social,2024-08-13,Upsell
1236,364,Chat,2024-10-03,Feedback
1237,405,Chat,2024-05-29,Feedback
1238,431,Email,2025-05-15,Support
1239,473,Social,2024-07-20,Feedback
1240,477,Chat,2024-02-20,Inquiry
1241,704,Web,2025-04-12,Inquiry
1242,410,Web,2025-05-29,Inquiry
1243,882,Chat,2025-06-02,Feedback
1244,973,Chat,2025-06-08,Upsell
1245,643,Chat,2024-01-27,Upsell
1246,988,Web,2025-05-01,Feedback
1247,700,Social,2024-12-05,Inquiry
1248,631,Chat,2024-02-15,Inquiry
1249,863,Chat,2024-12-20,Upsell
1250,657,Phone,2024-11-11,Support
1251,21,Phone,2024-07-10,Support
1252,178,Chat,2024-11-05,Feedback
1253,42,Phone,2024-11-30,Inquiry
1254,828,Email,2024-02-09,Inquiry
1255,357,Chat,2024-11-05,Feedback
1256,862,Chat,2025-03-07,Inquiry
1257,446,Web,2025-03-23,Support
1258,891,Email,2025-04-27,Inquiry
1259,177,Social,2024-12-24,Inquiry
1260,996,Social,2024-01-04,Feedback
1261,394,Phone,2024-09-08,Support
1262,216,Chat,2024-04-15,Support
1263,500,Phone,2025-04-20,Upsell
1264,102,Social,2024-03-30,Inquiry
1265,369,Web,2024-10-12,Inquiry
1266,599,Web,2024-04-02,Inquiry
1267,502,Social,2024-04-27,Upsell
1268,589,Social,2025-04-11,Inquiry
1269,212,Email,2024-07-18,Feedback
1270,889,Phone,2025-04-27,Inquiry
1271,521,Chat,2024-10-07,Feedback
1272,133,Phone,2024-11-25,Upsell
1273,560,Social,2024-09-13,Support
1274,491,Web,2025-02-07,Inquiry
1275,561,Phone,2024-02-27,Support
1276,447,Web,2024-04-10,Upsell
1277,785,Phone,2025-03-26,Inquiry
1278,616,Web,2024-03-03,Support
1279,27,Chat,2025-03-16,Support
1280,416,Email,2024-03-20,Support
1281,619,Web,2024-02-11,Upsell
1282,317,Web,2025-05-14,Feedback
1283,559,Social,2025-05-31,Upsell
1284,999,Web,2024-08-09,Upsell
1285,806,Social,2024-08-20,Upsell
1286,751,Chat,2024-11-27,Feedback
1287,87,Email,2024-08-12,Inquiry
1288,709,Social,2025-05-21,Support
1289,787,Social,2024-10-08,Feedback
1290,589,Social,2024-03-22,Upsell
1291,644,Web,2024-07-12,Inquiry
1292,470,Chat,2025-02-03,Upsell
1293,952,Email,2024-09-18,Feedback
1294,807,Phone,2024-09-11,Support
1295,162,Web,2025-03-28,Support
1296,335,Web,2024-09-09,Inquiry
1297,505,Social,2024-07-27,Feedback
1298,935,Email,2025-03-26,Support
1299,814,Social,2024-03-20,Support
1300,505,Email,2025-06-05,Support
1301,313,Email,2024-07-07,Feedback
1302,773,Email,2024-02-11,Upsell
1303,584,Web,2024-11-03,Support
1304,795,Chat,2024-10-05,Support
1305,972,Chat,2025-06-23,Upsell
1306,535,Email,2024-02-10,Feedback
1307,722,Email,2025-06-28,Support
1308,634,Chat,2024-10-31,Upsell
1309,731,Phone,2024-10-31,Inquiry
1310,433,Social,2024-08-29,Inquiry
1311,947,Social,2024-02-22,Inquiry
1312,291,Phone,2024-09-15,Support
1313,475,Web,2025-04-04,Feedback
1314,706,Web,2024-10-05,Upsell
1315,476,Phone,2024-01-05,Support
1316,367,Chat,2025-04-27,Support
1317,456,Phone,2025-01-11,Inquiry
1318,873,Phone,2024-04-22,Feedback
1319,58,Chat,2024-02-15,Feedback
1320,72,Web,2024-09-22,Support
1321,743,Phone,2024-04-21,Inquiry
1322,853,Chat,2025-06-04,Feedback
1323,314,Social,2024-05-01,Feedback
1324,182,Email,2025-02-06,Inquiry
1325,598,Social,2025-03-02,Upsell
1326,573,Phone,2024-10-24,Feedback
1327,368,Web,2025-04-14,Feedback
1328,857,Web,2024-08-02,Upsell
1329,31,Chat,2024-05-19,Support
1330,414,Social,2024-06-22,Upsell
1331,997,Phone,2024-04-08,Support
1332,765,Social,2024-02-08,Inquiry
1333,765,Phone,2024-06-02,Inquiry
1334,134,Social,2025-04-12,Upsell
1335,386,Phone,2025-01-26,Feedback
1336,388,Web,2025-04-30,Feedback
1337,75,Social,2024-12-28,Support
1338,261,Chat,2024-02-07,Inquiry
1339,64,Email,2025-01-30,Support
1340,963,Web,2024-10-18,Support
1341,961,Social,2024-12-24,Feedback
1342,788,Chat,2024-05-12,Support
1343,876,Phone,2024-06-08,Inquiry
1344,306,Phone,2024-02-22,Upsell
1345,523,Phone,2024-04-21,Feedback
1346,960,Chat,2024-11-11,Inquiry
1347,2,Web,2024-03-03,Upsell
1348,710,Web,2024-09-28,Support
1349,247,Chat,2025-03-13,Inquiry
1350,205,Web,2024-12-24,Inquiry
1351,365,Chat,2024-11-23,Support
1352,898,Phone,2024-07-04,Upsell
1353,825,Phone,2024-03-17,Support
1354,884,Phone,2024-08-25,Inquiry
1355,370,Email,2025-04-15,Upsell
1356,535,Phone,2024-02-19,Upsell
1357,860,Social,2024-09-19,Inquiry
1358,277,Social,2025-01-17,Feedback
1359,155,Phone,2024-05-17,Feedback
1360,520,Web,2025-04-04,Upsell
1361,106,Social,2025-04-02,Support
1362,675,Web,2025-04-22,Support
1363,962,Phone,2025-04-11,Inquiry
1364,864,Social,2024-04-11,Inquiry
1365,294,Chat,2024-02-16,Support
1366,419,Web,2024-07-22,Feedback
1367,971,Chat,2024-04-27,Support
1368,464,Email,2024-06-23,Upsell
1369,939,Phone,2024-04-16,Feedback
1370,997,Web,2024-07-03,Inquiry
1371,549,Email,2024-08-19,Inquiry
1372,908,Phone,2025-04-15,Support
1373,394,Social,2024-08-14,Inquiry
1374,222,Chat,2025-06-12,Inquiry
1375,198,Web,2024-08-11,Support
1376,562,Chat,2025-05-22,Feedback
1377,834,Social,2024-09-11,Upsell
1378,982,Chat,2024-04-30,Feedback
1379,132,Web,2025-01-20,Inquiry
1380,570,Social,2024-11-19,Feedback
1381,663,Social,2025-05-18,Feedback
1382,385,Social,2024-07-21,Inquiry
1383,162,Email,2024-02-25,Inquiry
1384,868,Web,2024-05-20,Upsell
1385,252,Phone,2025-05-18,Feedback
1386,2,Email,2025-05-18,Inquiry
1387,90,Email,2024-06-22,Upsell
1388,580,Social,2024-03-02,Upsell
1389,967,Social,2024-07-15,Upsell
1390,37,Chat,2024-09-23,Inquiry
1391,500,Social,2025-02-01,Upsell
1392,733,Chat,2024-12-02,Support
1393,445,Email,2024-07-10,Inquiry
1394,990,Social,2024-04-23,Support
1395,246,Email,2024-11-28,Support
1396,489,Chat,2025-02-06,Support
1397,769,Email,2025-05-17,Inquiry
1398,527,Phone,2024-07-23,Upsell
1399,999,Social,2024-02-20,Upsell
1400,962,Chat,2024-05-16,Inquiry
1401,497,Chat,2024-07-21,Support
1402,74,Web,2024-02-10,Inquiry
1403,538,Phone,2024-11-06,Upsell
1404,618,Social,2024-10-22,Support
1405,117,Chat,2024-05-07,Feedback
1406,864,Chat,2024-03-25,Support
1407,216,Web,2024-04-17,Feedback
1408,71,Social,2024-07-31,Support
1409,465,Social,2024-06-08,Inquiry
1410,182,Email,2025-06-13,Inquiry
1411,475,Chat,2024-10-02,Support
1412,514,Social,2025-02-16,Feedback
1413,902,Social,2024-08-25,Feedback
1414,139,Phone,2024-02-27,Upsell
1415,624,Web,2025-02-22,Support
1416,921,Social,2025-03-16,Feedback
1417,291,Chat,2024-08-14,Feedback
1418,502,Email,2025-01-18,Support
1419,757,Web,2024-05-28,Feedback
1420,119,Social,2024-09-18,Support
1421,786,Chat,2024-08-02,Feedback
1422,390,Web,2025-01-24,Feedback
1423,962,Email,2024-07-03,Inquiry
1424,316,Social,2024-01-22,Feedback
1425,779,Phone,2024-09-18,Support
1426,183,Email,2025-06-13,Support
1427,925,Phone,2025-05-26,Feedback
1428,194,Social,2024-07-03,Feedback
1429,209,Web,2024-02-24,Upsell
1430,791,Social,2024-08-25,Upsell
1431,46,Chat,2024-03-19,Feedback
1432,606,Email,2025-05-30,Support
1433,339,Email,2024-08-05,Feedback
1434,479,Chat,2025-01-20,Upsell
1435,803,Chat,2025-04-02,Feedback
1436,1,Social,2025-03-02,Upsell
1437,684,Email,2024-07-02,Upsell
1438,513,Chat,2025-01-15,Inquiry
1439,603,Phone,2024-08-06,Feedback
