id,customer_id,amount,product,order_date
655,585,1483.38,Gadget Y,2024-02-04
656,650,1693.35,Service Plus,2024-01-08
657,935,1283.19,Widget C,2025-06-09
658,728,1303.01,Gadget Z,2024-10-30
659,862,1323.89,Gadget Z,2024-02-19
660,747,655.02,Widget C,2024-11-28
661,981,830.15,Gadget Z,2024-10-31
662,158,1469.5,Service Pro,2024-07-09
663,628,332.95,Widget B,2025-06-29
664,806,309.67,Gadget Z,2024-04-24
665,791,735.25,Gadget X,2024-04-20
666,391,1918.14,Gadget X,2025-01-21
667,30,1420.11,Widget C,2024-04-04
668,789,1544.2,Gadget Y,2024-04-15
669,766,532.17,Service Pro,2024-09-25
670,59,147.36,Gadget X,2024-06-19
671,790,1598.68,Service Pro,2025-05-17
672,96,1907.26,Service Pro,2024-05-13
673,410,1181.39,Service Plus,2024-03-17
674,261,1086.05,Gadget Z,2024-01-08
675,996,1268.7,Service Plus,2024-10-07
676,93,642.82,Gadget Z,2025-01-14
677,611,415.65,Widget C,2025-06-21
678,430,1260.99,Widget C,2024-01-03
679,683,1425.59,Service Pro,2024-12-09
680,220,971.53,Gadget Z,2024-09-18
681,381,1557.97,Widget C,2025-03-19
682,628,1187.26,Gadget X,2025-03-09
683,895,794.8,Widget B,2024-12-05
684,998,400.89,Widget A,2024-08-09
685,679,1041.72,Service Pro,2025-06-01
686,183,1306.88,Gadget Y,2024-02-07
687,733,885.94,Service Pro,2024-01-09
688,955,1129.03,Gadget Y,2025-06-03
689,181,1861.44,Gadget X,2024-02-05
690,739,983.84,Widget C,2025-06-15
691,240,1108.86,Service Pro,2025-02-19
692,906,1506.19,Gadget Z,2024-08-05
693,109,1757.27,Gadget X,2024-08-27
694,559,767.16,Widget B,2024-11-24
695,635,664.14,Widget B,2025-04-17
696,783,586.22,Widget A,2024-06-08
697,117,120.39,Widget C,2024-08-19
698,234,1413.95,Widget A,2024-08-18
699,616,1254.8,Widget C,2024-03-10
700,815,320.99,Service Pro,2025-02-08
701,511,1429.29,Widget A,2024-10-26
702,714,1624.59,Gadget Z,2025-04-28
703,837,1232.07,Service Plus,2025-01-16
704,770,1259.64,Gadget X,2024-06-18
705,779,465.31,Service Pro,2024-01-03
706,751,534.42,Widget B,2024-06-13
707,754,1387.91,Widget B,2024-05-12
708,969,1153.56,Service Pro,2024-02-15
709,317,463.61,Widget B,2024-11-03
710,899,1020.4,Gadget Z,2024-08-09
711,955,1214.07,Widget B,2024-08-03
712,485,647.53,Service Pro,2024-02-25
713,416,1933.85,Widget A,2024-08-11
714,399,1447.28,Widget B,2024-04-14
715,414,222.67,Service Plus,2024-07-29
716,470,1303.35,Gadget Y,2024-06-03
717,960,72.5,Widget C,2024-01-21
718,149,313.4,Widget C,2024-10-30
719,103,678.43,Service Plus,2024-01-05
720,857,909.7,Gadget X,2025-02-15
721,124,1085.69,Widget B,2024-01-25
722,862,1907.96,Widget A,2024-09-14
723,601,820.3,Service Pro,2024-01-29
724,750,578.09,Gadget X,2024-08-03
725,41,1000.62,Widget C,2025-04-22
726,175,989.64,Widget B,2025-05-07
727,934,362.18,Gadget Z,2025-01-27
728,675,526.32,Gadget Z,2024-01-24
729,664,945.55,Gadget Z,2025-06-26
730,995,469.64,Gadget X,2024-01-23
731,675,367.86,Gadget Z,2024-01-16
732,373,1093.76,Widget C,2025-05-09
733,370,1786.71,Widget A,2024-07-23
734,723,1600.12,Gadget X,2024-10-01
735,200,1748.34,Service Plus,2025-05-12
736,562,480.35,Gadget X,2025-06-05
737,529,1349.27,Widget A,2024-01-24
738,4,1671.2,Gadget Y,2025-01-07
739,852,1576.74,Service Pro,2024-04-23
740,770,669.85,Service Plus,2024-09-18
741,1,1824.67,Gadget Z,2025-02-18
742,725,1203.51,Gadget Z,2024-06-08
743,104,519.69,Gadget X,2025-05-22
744,938,1273.54,Service Plus,2025-04-04
745,752,512.91,Widget C,2024-10-31
746,458,1082.23,Gadget X,2025-06-20
747,477,485.04,Gadget X,2024-02-18
748,885,835.02,Widget A,2024-12-18
749,459,1233.78,Widget C,2025-06-24
750,146,196.11,Gadget Y,2024-07-02
751,492,492.9,Widget B,2025-03-01
752,213,1835.53,Service Pro,2024-06-19
753,31,1689.82,Gadget Y,2024-10-26
754,312,1012.32,Gadget Y,2024-10-01
755,697,921.46,Gadget X,2024-05-02
756,305,1724.92,Widget A,2025-06-12
757,400,1188.32,Gadget X,2024-11-07
758,989,462.82,Widget C,2025-06-03
759,616,1791.45,Widget C,2025-04-18
760,355,181.39,Widget B,2024-06-19
761,679,1911.58,Widget C,2024-03-23
762,318,1689.77,Service Plus,2024-12-19
763,388,1185.92,Service Plus,2024-11-02
764,726,60.25,Gadget X,2025-05-29
765,417,1541.59,Widget A,2025-02-13
766,722,904.07,Widget A,2024-11-13
767,498,174.05,Widget B,2024-01-29
768,780,1242.63,Service Plus,2024-07-28
769,585,1037.7,Widget C,2024-04-27
770,866,706.5,Widget A,2024-04-18
771,133,1918.21,Gadget Y,2024-04-18
772,104,667.13,Gadget X,2024-01-12
773,819,1977.79,Widget B,2024-02-07
774,784,266.01,Gadget Y,2024-11-19
775,260,1238.9,Widget B,2025-01-29
776,543,1405.62,Widget C,2025-05-29
777,883,1909.95,Gadget X,2024-04-17
778,320,1584.08,Widget B,2024-08-19
779,276,1421.33,Widget C,2025-06-21
780,576,82.22,Widget A,2025-03-21
781,187,253.54,Gadget Z,2024-10-26
782,69,1946.28,Widget A,2025-04-19
783,228,257.33,Service Plus,2024-06-19
784,844,1922.55,Service Plus,2025-06-24
785,923,1423.8,Service Plus,2024-12-27
786,255,1875.93,Gadget Y,2024-10-27
787,420,1621.42,Widget C,2025-01-17
788,759,1357.84,Widget A,2024-06-10
789,121,1228.37,Gadget Z,2024-12-30
790,665,166.06,Service Plus,2024-10-19
791,369,1848.63,Widget C,2024-05-06
792,119,448.43,Widget C,2024-07-29
793,93,962.17,Gadget Z,2025-06-26
794,40,1546.45,Service Pro,2024-01-02
795,984,580.39,Gadget Y,2024-01-31
796,936,160.38,Widget A,2024-09-18
797,687,712.57,Widget A,2024-06-16
798,176,261.58,Gadget X,2024-12-27
799,316,886.85,Service Plus,2024-01-21
800,832,184.39,Widget B,2025-06-04
801,29,1000.17,Widget A,2024-03-25
802,973,1774.56,Gadget X,2024-12-18
803,620,1973.55,Widget B,2024-06-11
804,502,1435.9,Gadget X,2025-06-29
805,758,1248.56,Gadget Z,2025-01-17
806,970,548.73,Gadget Y,2024-01-31
807,863,1978.15,Gadget X,2025-03-15
808,296,1791.42,Service Plus,2024-08-27
809,68,220.73,Widget B,2024-09-07
810,904,210.98,Gadget X,2025-03-03
811,127,721.13,Widget C,2024-07-07
812,146,1550.59,Gadget Y,2024-07-27
813,141,511.78,Gadget Y,2024-11-05
814,624,212.35,Widget A,2024-12-30
815,310,751.47,Gadget Z,2024-05-29
816,432,1107.28,Widget B,2024-10-10
817,46,649.35,Gadget X,2024-04-15
818,315,719.26,Gadget X,2025-03-02
819,67,693.02,Widget B,2025-01-30
820,267,252.54,Widget C,2024-05-17
821,765,1827.01,Service Pro,2024-03-10
822,265,23.59,Widget B,2025-06-05
823,57,1463.14,Widget B,2025-06-28
824,352,1874.31,Widget C,2024-04-09
825,873,1554.21,Gadget X,2025-03-29
826,225,1422.37,Widget B,2025-02-08
827,574,1257.87,Gadget X,2024-11-16
828,182,61.59,Widget A,2025-05-16
829,772,134.75,Gadget X,2024-04-28
830,523,1047.63,Gadget X,2024-04-03
831,930,118.09,Widget A,2025-05-02
832,598,308.75,Widget B,2025-03-02
833,472,824.1,Widget A,2024-05-30
834,96,1065.34,Service Plus,2025-05-06
835,963,1211.15,Widget A,2025-06-01
836,252,170.58,Widget C,2024-01-27
837,85,342.92,Gadget X,2025-02-27
838,268,196.97,Gadget Z,2024-04-25
839,168,1166.04,Gadget X,2024-09-17
840,562,785.77,Widget A,2024-09-25
841,572,311.64,Service Pro,2025-05-18
842,392,369.17,Gadget Y,2024-03-26
843,503,302.71,Widget B,2024-05-25
844,568,65.29,Gadget Y,2025-01-13
845,441,726.12,Service Plus,2025-06-20
846,800,743.14,Widget C,2024-12-10
847,853,1587.42,Service Plus,2025-03-31
848,52,1606.94,Gadget Y,2024-12-20
849,102,287.51,Gadget X,2024-06-10
850,178,1445.9,Gadget Y,2024-10-15
851,972,1114.09,Service Pro,2024-09-01
852,378,1641.62,Service Pro,2025-03-05
853,955,1992.96,Gadget X,2024-06-24
854,456,1087.01,Service Plus,2024-02-16
855,710,1004.88,Widget B,2024-11-25
856,424,1307.4,Gadget Z,2024-07-08
857,422,1456.96,Widget A,2024-04-24
858,864,977.24,Widget B,2025-05-08
859,33,1825.35,Service Pro,2025-03-12
860,131,276.09,Widget C,2025-05-22
861,352,849.17,Widget C,2025-03-24
862,652,50.01,Widget B,2024-11-08
863,640,1048.8,Gadget Y,2024-01-14
864,824,1850.69,Service Pro,2024-09-13
865,496,581.45,Widget C,2024-12-02
866,312,243.26,Widget A,2024-12-26
867,981,1506.67,Gadget Y,2024-08-07
868,118,219.58,Service Pro,2025-02-08
869,246,131.31,Widget A,2024-05-25
870,980,1273.04,Service Plus,2024-09-30
871,640,466.53,Service Plus,2024-07-23
872,122,184.35,Widget A,2025-01-14
873,138,1364.05,Widget C,2024-04-28
874,733,1857.85,Service Pro,2024-01-30
875,355,773.12,Gadget X,2024-06-01
876,312,1220.52,Service Plus,2024-03-05
877,803,549.77,Gadget X,2025-02-09
878,371,1664.74,Service Plus,2025-02-22
879,281,1827.55,Gadget Y,2024-11-08
880,685,453.93,Widget A,2024-01-05
881,414,1456.76,Widget A,2024-12-12
882,620,106.87,Gadget Z,2024-03-17
883,682,474.61,Service Pro,2025-06-12
884,516,1353.36,Gadget Y,2024-10-25
885,455,1155.17,Gadget Y,2025-05-10
886,91,45.05,Widget C,2024-10-25
887,211,1314.4,Service Pro,2025-02-24
888,524,116.87,Gadget Z,2024-04-29
889,488,1024.93,Widget C,2025-01-15
890,211,1076.37,Service Plus,2024-01-16
891,645,1534.88,Gadget Z,2024-01-30
892,847,1134.06,Gadget Z,2024-09-24
893,90,1168.11,Widget C,2024-12-17
894,818,965.23,Widget C,2024-04-19
895,793,22.69,Widget B,2025-03-15
896,802,1507.69,Widget B,2025-05-30
897,707,986.26,Gadget X,2024-11-16
898,654,1619.98,Gadget X,2024-06-09
899,276,991.51,Widget B,2024-03-21
900,137,1440.26,Service Plus,2024-05-31
901,391,117.96,Service Pro,2025-02-10
902,989,815.31,Gadget Y,2024-05-19
903,389,902.9,Gadget Z,2024-05-15
904,392,841.4,Gadget Z,2025-04-10
905,217,1181.94,Widget B,2025-05-01
906,377,1617.38,Service Plus,2024-12-28
907,791,919.89,Service Plus,2024-11-16
908,315,1352.82,Gadget Y,2024-01-13
909,314,247.57,Widget C,2024-03-23
910,283,939.41,Widget C,2024-01-27
911,763,1734.68,Widget A,2025-01-31
912,441,432.72,Gadget X,2024-03-31
913,510,1768.84,Service Pro,2024-05-11
914,533,1425.56,Widget A,2025-01-24
915,652,934.5,Widget B,2024-03-12
916,103,335.62,Gadget Z,2024-01-13
917,1000,605.54,Widget A,2025-04-27
918,767,121.03,Gadget Z,2024-08-20
919,38,207.83,Service Plus,2024-12-13
920,552,1305.88,Gadget X,2024-01-24
921,120,1003.81,Widget A,2025-05-25
922,240,528.91,Service Pro,2025-03-16
923,910,259.81,Gadget Y,2024-01-31
924,367,631.71,Gadget Y,2024-07-17
925,68,555.7,Gadget X,2025-03-09
926,54,442.22,Widget C,2024-05-26
927,783,1768.46,Gadget Z,2024-01-16
928,380,1023.8,Widget A,2024-04-05
929,13,908.29,Gadget X,2025-01-17
930,351,603.45,Service Plus,2024-09-24
931,778,1417.95,Gadget Y,2024-01-16
932,355,1630.49,Gadget X,2024-03-26
933,880,1488.48,Widget A,2025-01-01
934,676,1923.31,Gadget X,2024-05-31
935,667,680.99,Service Pro,2024-03-30
936,367,744.3,Gadget Z,2025-03-28
937,781,1699.8,Service Plus,2024-02-15
938,230,1476.28,Service Plus,2024-09-26
939,708,227.1,Gadget Z,2024-05-21
940,842,1989.87,Widget C,2025-05-25
941,312,1786.96,Gadget Y,2025-06-24
942,936,1930.67,Widget C,2025-05-25
943,203,549.87,Service Plus,2024-01-09
944,218,962.25,Widget B,2024-04-29
945,546,1778.52,Gadget X,2024-09-02
946,922,1769.61,Gadget Y,2024-09-09
947,3,1018.64,Service Plus,2024-05-15
948,554,1567.88,Service Plus,2024-12-01
949,237,1694.14,Gadget X,2024-05-26
950,581,1044.3,Service Plus,2024-08-02
951,602,26.42,Widget A,2024-01-01
952,208,1284.8,Service Pro,2024-08-12
953,771,1743.77,Widget A,2024-08-07
954,375,470.79,Widget A,2025-04-19
955,467,876.83,Widget B,2024-04-19
956,529,622.87,Service Pro,2024-12-20
957,765,1553.19,Gadget Y,2024-08-05
958,391,316.92,Widget A,2024-06-20
959,677,411.2,Widget B,2024-06-07
960,783,1402.96,Service Plus,2024-09-07
961,942,627.58,Service Plus,2024-06-23
962,236,381.69,Service Plus,2025-05-12
963,750,1859.1,Gadget Y,2024-07-31
964,990,510.94,Widget A,2024-09-06
965,351,1939.61,Service Plus,2024-07-01
966,427,1094.37,Gadget Z,2025-02-27
967,902,873.73,Service Pro,2024-01-17
968,964,702.52,Widget A,2024-03-20
969,144,898.15,Widget A,2025-06-06
970,451,342.95,Gadget Y,2024-06-13
971,580,1855.1,Widget C,2025-03-09
972,777,416.9,Widget B,2024-02-06
973,631,1623.36,Service Pro,2024-05-06
974,692,1330.05,Gadget Y,2025-02-11
975,902,271.37,Widget C,2024-11-29
976,713,1340.25,Widget B,2024-08-06
977,552,573.12,Gadget Y,2024-10-10
978,369,1228.37,Gadget Z,2025-03-16
979,952,1103.74,Service Pro,2024-04-07
980,135,812.51,Service Pro,2025-01-04
981,315,159.0,Gadget X,2025-06-03
982,90,1873.71,Widget B,2025-04-13
983,394,1933.89,Service Plus,2024-11-15
984,956,1471.81,Service Pro,2025-05-22
985,419,286.51,Widget B,2024-05-26
986,706,1878.17,Service Plus,2024-08-25
987,863,650.61,Widget A,2024-05-15
988,850,1531.87,Widget C,2024-09-22
989,213,1594.13,Gadget Z,2024-02-29
990,994,771.77,Widget A,2024-06-29
991,79,179.42,Gadget X,2024-11-17
992,191,1371.89,Gadget Y,2024-01-07
993,992,1859.28,Widget C,2025-05-23
994,226,1685.01,Gadget Z,2024-10-26
995,485,1875.07,Service Pro,2025-03-22
996,707,482.86,Service Plus,2024-11-30
997,879,1597.22,Gadget Z,2024-07-18
998,516,523.76,Gadget Z,2024-04-13
999,298,1901.49,Service Pro,2024-12-26
1000,166,41.78,Widget B,2025-01-22
1001,331,665.23,Widget A,2025-06-17
1002,62,408.63,Gadget X,2024-12-08
1003,226,1418.7,Service Plus,2024-10-11
1004,937,1737.04,Gadget Y,2024-04-13
1005,181,742.86,Service Pro,2024-09-13
1006,772,1630.77,Gadget X,2025-02-20
1007,295,197.11,Gadget X,2024-12-08
1008,744,1370.48,Widget B,2024-06-02
1009,138,877.3,Gadget X,2024-11-11
1010,633,1304.28,Widget C,2025-01-13
1011,674,1341.66,Widget B,2024-06-19
1012,459,373.01,Gadget Y,2025-02-14
1013,139,1027.27,Service Pro,2025-04-22
1014,867,534.23,Service Plus,2024-01-07
1015,342,93.62,Service Plus,2025-04-12
1016,204,1935.35,Widget A,2024-07-10
1017,455,70.57,Gadget Y,2025-04-16
1018,324,1847.2,Widget C,2024-05-11
1019,112,52.19,Gadget Y,2024-12-23
1020,577,148.06,Gadget Z,2024-06-14
1021,865,74.33,Widget A,2025-01-31
1022,347,1642.93,Gadget Y,2024-03-26
1023,586,1578.67,Widget B,2025-01-07
1024,13,52.19,Gadget X,2024-03-28
1025,164,1944.22,Widget B,2024-06-04
1026,184,804.86,Service Pro,2024-06-05
1027,102,1878.05,Widget B,2025-06-01
1028,777,1171.17,Service Plus,2024-11-16
1029,369,151.33,Widget A,2024-04-01
1030,132,319.54,Service Plus,2024-01-22
1031,180,1285.35,Service Pro,2024-05-28
1032,13,1674.23,Gadget Y,2024-12-15
1033,73,1380.68,Gadget X,2025-06-21
1034,223,1883.54,Gadget Z,2024-05-26
1035,35,335.58,Gadget Y,2024-10-20
1036,741,1977.68,Service Plus,2025-03-17
1037,802,1487.46,Service Pro,2025-06-07
1038,388,1754.63,Service Plus,2025-03-23
1039,787,75.65,Widget B,2024-01-04
1040,168,1976.97,Service Plus,2024-07-05
1041,308,541.49,Service Pro,2024-10-05
1042,148,1700.16,Service Pro,2024-06-27
1043,195,565.42,Widget A,2024-04-12
1044,269,518.61,Gadget Y,2024-03-24
1045,632,1931.95,Widget C,2024-02-17
1046,991,666.04,Service Pro,2025-06-23
1047,707,1979.03,Service Plus,2025-05-15
1048,258,202.93,Widget B,2024-07-30
1049,970,767.84,Widget B,2024-04-22
1050,176,752.31,Gadget Y,2024-05-16
1051,46,1974.88,Widget C,2024-11-12
1052,348,1347.59,Gadget Y,2024-02-11
1053,502,393.15,Widget A,2024-05-13
1054,612,703.45,Service Pro,2025-04-08
1055,841,1869.11,Widget C,2025-05-25
1056,143,912.35,Widget A,2025-02-27
1057,245,1647.94,Service Plus,2024-10-22
1058,262,1803.87,Service Plus,2025-01-02
1059,133,150.46,Widget B,2024-08-10
1060,471,845.09,Service Pro,2024-05-07
1061,846,1520.43,Gadget X,2025-01-18
1062,561,1949.73,Service Pro,2024-02-16
1063,583,760.96,Gadget X,2025-06-20
1064,756,392.87,Gadget Y,2024-12-08
1065,157,1066.21,Service Pro,2025-06-20
1066,998,621.17,Gadget Y,2024-06-09
1067,173,765.13,Gadget Z,2024-09-17
1068,347,1572.96,Widget B,2024-05-05
1069,668,1285.93,Widget B,2024-06-11
1070,502,117.63,Gadget Z,2024-12-05
1071,791,543.9,Service Pro,2025-04-12
1072,663,1932.34,Widget B,2025-01-07
1073,160,107.77,Gadget Z,2024-04-16
1074,423,1781.29,Widget B,2024-05-23
1075,361,648.15,Gadget Y,2025-05-31
1076,360,1135.26,Gadget X,2024-01-14
1077,98,266.09,Service Pro,2025-03-23
1078,293,1366.1,Gadget X,2024-07-13
1079,279,507.51,Service Pro,2025-01-12
1080,65,914.19,Service Plus,2024-05-29
1081,862,571.44,Gadget X,2025-02-21
1082,404,1372.32,Gadget X,2024-12-20
1083,967,659.46,Widget B,2024-03-29
1084,397,237.52,Gadget Z,2024-04-26
1085,421,1508.47,Gadget Z,2025-01-13
1086,16,1946.55,Service Plus,2025-04-26
1087,616,125.2,Gadget Y,2024-05-03
1088,461,591.88,Gadget Z,2024-03-25
1089,524,560.48,Service Plus,2024-01-27
1090,448,1656.32,Gadget X,2024-07-30
1091,541,1992.68,Service Pro,2024-03-23
1092,328,1156.53,Gadget X,2025-03-07
1093,865,1332.98,Gadget Z,2024-07-25
1094,664,1903.41,Gadget Y,2024-03-09
1095,359,1648.51,Widget A,2024-04-07
1096,432,1746.53,Gadget Y,2024-08-03
1097,614,1087.33,Widget C,2025-06-17
1098,551,230.74,Gadget Y,2024-05-27
1099,26,251.99,Service Plus,2024-04-03
1100,12,1523.38,Widget B,2025-03-04
1101,216,620.7,Widget A,2025-04-13
1102,362,330.56,Gadget X,2025-06-16
1103,538,1401.81,Service Plus,2024-03-09
1104,788,1707.34,Widget C,2024-01-14
1105,240,1530.95,Widget A,2025-02-22
1106,676,1150.29,Service Plus,2024-08-10
1107,15,515.16,Widget C,2024-09-07
1108,910,1566.99,Widget A,2025-05-30
1109,888,1548.55,Widget A,2025-03-30
1110,532,831.05,Widget C,2024-09-27
1111,67,246.65,Service Pro,2025-03-28
1112,453,385.35,Widget B,2024-07-04
1113,200,1987.6,Widget C,2024-11-06
1114,782,217.66,Service Pro,2024-08-17
1115,965,1502.16,Gadget Y,2024-09-29
1116,971,448.58,Widget C,2024-04-21
1117,409,522.35,Widget C,2024-05-30
1118,505,1821.53,Widget A,2025-04-12
1119,862,1602.12,Service Plus,2025-04-29
1120,815,1496.48,Gadget Z,2025-01-27
1121,78,1577.74,Gadget Y,2024-04-01
1122,56,120.93,Widget C,2024-10-06
1123,335,1454.04,Widget A,2024-08-16
1124,985,1365.59,Gadget Y,2025-06-02
1125,380,214.42,Gadget Z,2024-02-28
1126,255,1126.98,Gadget Y,2024-01-21
1127,773,1512.45,Gadget X,2024-05-03
1128,687,33.36,Widget B,2025-06-17
1129,516,637.66,Service Plus,2024-05-26
1130,173,1569.83,Widget A,2024-12-10
1131,262,671.78,Service Plus,2024-01-10
1132,807,1077.26,Widget C,2025-01-20
1133,55,291.91,Widget B,2024-07-02
1134,222,438.54,Widget A,2024-08-15
1135,435,1881.23,Service Pro,2025-01-28
1136,38,861.98,Gadget X,2024-03-25
1137,380,960.94,Gadget X,2025-06-04
1138,645,38.42,Widget B,2024-06-05
1139,4,30.17,Widget C,2024-09-24
1140,545,1710.25,Widget B,2024-12-04
1141,241,151.08,Widget A,2024-06-18
1142,217,126.19,Gadget Y,2024-12-26
1143,166,1047.87,Gadget Y,2024-02-26
1144,95,1725.39,Gadget Y,2024-12-24
1145,372,1380.03,Widget C,2024-04-19
1146,232,1877.65,Widget B,2024-12-26
1147,892,929.71,Gadget Z,2025-04-25
1148,420,563.65,Widget A,2024-08-22
1149,164,684.32,Gadget X,2024-11-20
1150,870,1873.8,Service Pro,2025-03-04
1151,305,1990.62,Gadget Z,2024-07-14
1152,908,1072.41,Widget C,2024-09-03
1153,480,143.48,Widget C,2024-11-16
1154,900,1647.08,Gadget X,2024-06-01
1155,430,1792.91,Widget B,2025-04-16
1156,292,91.09,Gadget X,2024-12-18
1157,534,672.83,Gadget X,2024-05-10
1158,862,1046.91,Widget C,2024-03-13
1159,229,1348.32,Widget A,2025-04-23
1160,128,681.9,Widget B,2025-03-31
1161,391,280.31,Widget B,2024-02-04
1162,74,1791.92,Service Pro,2024-03-21
1163,411,874.35,Service Plus,2024-02-05
1164,212,364.4,Widget A,2024-05-07
1165,534,1388.88,Service Pro,2024-09-06
1166,392,523.3,Widget B,2025-02-28
1167,663,913.21,Widget A,2025-06-12
1168,810,1877.79,Service Pro,2024-09-28
1169,440,1850.02,Widget A,2025-03-24
1170,875,638.88,Service Plus,2024-10-03
1171,280,911.97,Service Pro,2024-11-03
1172,729,496.41,Service Plus,2024-01-31
1173,994,1077.14,Gadget X,2024-09-26
1174,902,795.65,Widget C,2025-04-27
1175,196,1130.27,Gadget Z,2024-01-25
1176,538,867.86,Gadget Y,2025-06-18
1177,501,1775.69,Widget C,2024-10-25
1178,265,1082.03,Gadget X,2024-05-18
1179,809,1579.92,Service Pro,2024-02-14
1180,854,1528.81,Widget B,2025-03-26
1181,737,372.22,Widget C,2025-03-06
1182,499,418.19,Gadget Y,2024-04-23
1183,959,1365.77,Gadget Y,2024-09-06
1184,694,1197.32,Gadget Z,2024-05-21
1185,887,1922.76,Service Pro,2025-03-29
1186,714,1371.67,Gadget X,2025-03-11
1187,707,1368.21,Gadget X,2024-06-18
1188,645,1906.73,Service Plus,2024-01-21
1189,547,190.6,Gadget X,2025-03-24
1190,541,1084.94,Gadget X,2024-09-18
1191,352,1565.22,Widget C,2024-12-14
1192,38,1490.03,Widget C,2024-11-22
1193,971,476.4,Widget C,2024-11-30
1194,606,1754.36,Gadget X,2025-02-07
1195,441,1178.45,Widget B,2024-09-17
1196,683,807.33,Gadget Y,2025-02-19
1197,615,770.81,Service Pro,2024-02-29
1198,73,223.58,Service Pro,2024-01-08
1199,770,25.06,Widget A,2025-05-20
1200,721,833.27,Widget C,2024-01-09
1201,845,1696.51,Service Pro,2024-05-29
1202,264,285.6,Gadget Z,2024-02-03
1203,344,305.85,Widget A,2024-02-03
1204,909,1208.55,Gadget Y,2025-01-30
1205,503,520.46,Gadget Z,2025-06-15
1206,12,1563.09,Widget C,2024-01-27
1207,54,814.08,Widget A,2024-03-10
1208,591,1721.5,Widget C,2024-02-07
1209,303,790.05,Gadget X,2024-04-08
1210,58,1297.29,Widget A,2024-03-16
1211,951,1804.92,Widget C,2025-02-12
1212,649,1301.0,Gadget Z,2025-04-07
1213,783,1503.0,Service Plus,2025-01-12
1214,630,649.95,Widget B,2025-05-01
1215,626,1898.79,Gadget Z,2024-06-18
1216,573,73.86,Service Pro,2025-04-18
1217,152,1872.55,Service Plus,2025-02-17
1218,526,875.88,Gadget Z,2025-06-16
1219,166,82.95,Gadget X,2024-12-17
1220,679,504.52,Gadget X,2024-08-17
1221,144,264.1,Widget C,2024-02-08
1222,165,1170.33,Gadget X,2024-11-18
1223,192,383.74,Gadget Z,2024-08-14
1224,456,1310.96,Gadget X,2024-02-04
1225,175,1695.09,Gadget Z,2025-05-12
1226,260,1508.31,Service Plus,2024-05-24
1227,13,1446.1,Gadget Y,2024-10-11
1228,361,35.27,Service Plus,2024-10-04
1229,582,892.88,Widget C,2024-06-14
1230,521,626.02,Gadget Z,2025-02-13
1231,148,725.39,Widget B,2024-03-29
1232,245,320.3,Widget B,2025-05-03
1233,130,1681.54,Widget A,2024-06-13
1234,975,1447.51,Service Plus,2024-08-09
1235,337,124.61,Gadget X,2024-02-17
1236,278,1602.39,Widget C,2024-09-21
1237,633,917.34,Gadget Z,2025-02-05
1238,10,1467.53,Service Plus,2024-05-28
1239,342,408.47,Widget C,2025-05-19
1240,955,123.82,Widget C,2024-09-13
1241,607,1019.6,Widget C,2025-04-11
1242,177,152.54,Widget B,2025-02-17
1243,352,1397.94,Service Plus,2025-01-03
1244,656,1648.62,Service Plus,2024-08-17
1245,684,1248.87,Gadget Z,2025-05-12
1246,948,503.97,Widget A,2024-12-05
1247,617,1280.15,Gadget Y,2024-08-15
1248,423,465.39,Widget C,2024-04-09
1249,991,376.31,Widget A,2024-08-06
1250,915,1477.6,Gadget X,2024-01-13
1251,933,1377.99,Gadget X,2025-01-31
1252,136,1069.5,Widget B,2024-10-16
1253,59,821.78,Gadget X,2025-05-02
1254,500,1093.43,Widget A,2024-05-06
1255,635,1577.75,Service Pro,2025-02-08
1256,121,264.19,Gadget X,2024-12-21
1257,874,743.77,Service Plus,2025-06-10
1258,985,1865.96,Gadget X,2024-04-26
1259,418,536.08,Gadget X,2024-12-26
1260,714,686.44,Service Plus,2024-11-29
1261,227,1305.29,Service Plus,2025-02-19
1262,575,1622.92,Widget A,2024-03-27
1263,492,342.28,Widget A,2024-05-03
1264,92,62.02,Gadget Z,2024-04-22
1265,249,1077.95,Gadget X,2025-05-13
1266,682,796.52,Widget B,2025-04-14
1267,637,1725.68,Service Plus,2025-01-20
1268,474,200.38,Service Plus,2024-06-22
1269,255,296.5,Widget A,2025-01-10
1270,46,1524.37,Service Plus,2024-06-30
1271,531,53.01,Gadget X,2025-03-30
1272,570,1748.11,Widget C,2024-10-24
1273,908,1144.45,Service Plus,2025-06-11
1274,430,941.97,Gadget Y,2024-04-10
1275,439,933.69,Gadget Z,2025-03-05
1276,798,1785.34,Widget C,2024-08-23
1277,302,309.99,Gadget Y,2024-01-21
1278,944,1968.94,Gadget Y,2024-07-28
1279,109,1522.92,Gadget Z,2024-08-24
1280,448,238.37,Widget B,2024-10-05
1281,212,305.91,Widget B,2024-01-14
1282,241,670.62,Widget C,2025-04-18
1283,90,725.11,Gadget Y,2024-08-31
1284,656,106.58,Service Pro,2024-03-19
1285,749,305.85,Gadget X,2025-01-18
1286,443,1227.34,Service Plus,2025-01-13
1287,408,912.79,Widget A,2024-04-16
1288,342,1839.85,Gadget X,2024-02-28
1289,236,1970.66,Widget A,2025-01-16
1290,159,897.32,Widget C,2024-04-18
1291,181,1604.8,Gadget Z,2025-04-04
1292,340,1877.6,Service Pro,2025-03-25
1293,556,364.84,Service Pro,2025-06-19
1294,435,1627.22,Widget C,2024-03-26
1295,437,113.68,Widget A,2025-04-24
